tournament,match_count,tier,region,stage_type,notes
Game Changers 2024 Oceania: Stage 2,5,game_changers,auto:Oceania,auto:main_event,
Liga Radiante: Season 3,5,tier3,,auto:main_event,
Beloud Cup #10,5,tier3,,auto:main_event,
Challengers 2025: Latin America Finals,5,tier2,,auto:main_event,
GriziCup,5,tier3,,auto:main_event,
Spike Drop 4: Momentum Series,5,tier3,,auto:main_event,
VALORANT East: United: Season 2: Stage 3 - Last Chance Cup,5,tier3,,auto:lcq,
Masters Pro League - Season 2,5,tier3,,auto:main_event,
Strike Arabia League: Season 1,5,tier1,,auto:main_event,
EDION VALORANT CUP,5,tier3,,auto:main_event,
Challengers 2023 Portugal: Drift,5,auto:tier2,auto:EMEA,auto:main_event,
LPL Valorant Overtime Cup,5,,,auto:main_event,
DreamHack Beyond: Europe,5,tier3,auto:EMEA,auto:main_event,
Game Changers 2026: Korea Split 1,5,game_changers,auto:Korea,auto:main_event,
Predator League 2025 Philippines,5,,auto:SEA,auto:main_event,
Challengers League 2024 LATAM: Regional Playoffs,5,tier2,auto:LATAM,auto:main_event,
Kingdom Calling #6,4,tier3,,auto:main_event,
Game Changers 2026: Brazil Stage 2,4,game_changers,auto:Brazil,auto:main_event,
Gwangju Esports Series Asia,4,,,auto:main_event,
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,4,tier1,auto:APAC,auto:main_event,
AMD Valorant Adrenalin Season 3,4,tier3,,auto:main_event,
Game Changers 2026: Korea Split 2,4,game_changers,auto:Korea,auto:main_event,
Average Jonas Nordic Nations Cup,4,tier3,,auto:main_event,
Valorant Balkan League - Season 3,4,tier3,,auto:main_event,
Woohoojin's Sunset Colosseum,4,,,auto:main_event,
Xyper Arena Weekly Showdown #1,4,tier3,,auto:main_event,
Challengers League Italy Rinascimento: Relegation,4,tier2,auto:EMEA,auto:main_event,
Global Esports' 2025 Fight Night: Academy,4,tier3,auto:Global,auto:main_event,
Arko Men Tournament,4,tier3,,auto:main_event,
SteelSeries Prime Tournament: Vietnam,4,tier3,auto:SEA,auto:main_event,
Swisscom Gaming Cup,4,tier3,,auto:main_event,
Game Changers 2025: South Asia Split 1,4,game_changers,,auto:main_event,
Summoner Society X Game Changers 2023 Oceania,4,game_changers,auto:Oceania,auto:main_event,
Sakura Cup #5,4,game_changers,,auto:main_event,
Surfshark Valorant Challenge #2,4,tier3,,auto:main_event,
Sakura Cup #9,4,game_changers,,auto:main_event,
Challengers 2025: Korea & Japan Showdown,4,tier2,auto:Korea,auto:main_event,
VALORANT Academy EU - Closed Series,4,tier3,,auto:main_event,
Summoners' Society: Agents of Artemis,4,game_changers,,auto:main_event,
Hype Up Tour Japan,4,,auto:Japan,auto:main_event,
Game Changers 2025: Brazil Last Chance Qualifier,4,game_changers,auto:Brazil,auto:lcq,
Challengers 2025: Korea WDG Road to Ascension,4,tier2,auto:Korea,auto:main_event,
Kingdom Calling #2,4,tier3,,auto:main_event,
Kingdom Calling #3,4,tier3,,auto:main_event,
BoomTV Proving Grounds S2 - Finals,4,tier3,auto:NA,auto:main_event,
Gwangju Esports Series Asia 2024,4,,,auto:main_event,
Kingdom Calling #4,4,tier3,,auto:main_event,
Kingdom Calling #5,4,tier3,,auto:main_event,
BtcTurk GameFest,4,tier3,,auto:main_event,
Spring Gauntlet Invitational,4,tier3,,auto:main_event,
Game Changers 2026: Oceania Split 1,4,game_changers,auto:Oceania,auto:main_event,
Copa Rakin: Season 3,4,tier3,,auto:main_event,
Dreamhack Atlanta Fall Open 2023,4,collegiate,,auto:main_event,
Game Changers 2023 LATAM: Qualifiers,4,game_changers,auto:LATAM,auto:qualifier,
Daejeon Valorant Invitational,4,,,auto:main_event,
Cross-Fire Latin America North,4,,,auto:main_event,
Nerd Street Summer Championship 2022 - Last Chance Qualifier,4,tier3,auto:NA,auto:lcq,
Nerd Street Summer Championship 2022 - Open 14,4,tier3,auto:NA,auto:main_event,
Game Changers 2024 Korea: Stage 1,4,game_changers,auto:Korea,auto:main_event,
Game Changers 2024 Oceania: Stage 1,4,game_changers,auto:Oceania,auto:main_event,
Collegiate Valorant Hub Winter Warmup Invitational,4,collegiate,,auto:main_event,
Lioness Cup 2023,4,game_changers,,auto:main_event,
Lioness Cup 2024,4,game_changers,,auto:main_event,
Liquid Open 2023: North America,4,,auto:NA,auto:main_event,
Liquid Open 2023: Oceania,4,,auto:Oceania,auto:main_event,
Game Changers 2024 Korea: Stage 2,4,game_changers,auto:Korea,auto:main_event,
Predator League 2026: Japan,4,,auto:Japan,auto:main_event,
Predator League 2025 Thailand,4,,auto:SEA,auto:main_event,
Nicecactus March Trophy,4,tier3,,auto:main_event,
Fragleague Cup #5 - Nordic,4,tier3,,auto:main_event,
Predator League 2025 Japan,4,,auto:Japan,auto:main_event,
PlayerzZone $2K Invitational Presented By GLG,4,tier3,,auto:main_event,
Fight Night Arena,4,tier3,,auto:main_event,
Predator League Japan 2024,4,,auto:Japan,auto:main_event,
Game Changers 2025: Americas Last Chance Qualifier,4,game_changers,auto:Americas,auto:lcq,
Valorant MA-SERIES,3,tier3,,auto:main_event,
No Tilt Cup: Latin America South,3,tier3,,auto:main_event,
CEL Valorant Invitation 2022,3,tier3,,auto:main_event,
Marca Sport Weekend,3,tier3,,auto:main_event,
Marcos Invitational Cup,3,tier3,,auto:main_event,
College VALORANT North: Winter 2023,3,collegiate,,auto:main_event,
Game Changers 2025: Oceania Split 1,3,game_changers,auto:Oceania,auto:main_event,
CLUTCH BATTLES Grand Tournament,3,tier3,,auto:main_event,
FlyQuest Trailblazer Tournament - November,3,game_changers,,auto:main_event,
Arena of Masters,3,tier3,,auto:main_event,
FlyQuest Trailblazer Tournament - Championship,3,game_changers,,auto:main_event,
Game Changers 2024 LATAM North: Mid Season Tournament,3,game_changers,auto:LATAM,auto:main_event,
FPSThailand VALORANT Series: Season 1,3,tier3,auto:SEA,auto:main_event,
GGTech Invitational 2 LA-N,3,tier3,,auto:main_event,
NSG YUDDHA PHASE 2: All India Championship,3,tier3,,auto:main_event,
FlyQuest Trailblazer Tournament - December,3,game_changers,,auto:main_event,
Champions Tour Game Changers Japan,3,game_changers,auto:Japan,auto:main_event,
ESA Open Fire Stand United,3,tier3,,auto:main_event,
NODWIN Agni Series,3,tier3,,auto:main_event,
Open Fire 2,3,tier3,,auto:main_event,
OneShot Master Series Valorant,3,tier3,,auto:main_event,
Circuito Tormenta: Liga Radiante 22/23 S1,3,tier3,,auto:main_event,
Valorant Sunday Showdown #42,3,tier3,,auto:main_event,
Valorant Sunday Showdown #41,3,tier3,,auto:main_event,
Strike Arabia Championship: Season 2,3,tier1,,auto:main_event,
Valorant Sunday Showdown #38,3,tier3,,auto:main_event,
Champions Tour Game Changers Korea: Finals,3,game_changers,auto:Korea,auto:main_event,
Summer Gauntlet Valorant Invitational,3,game_changers,,auto:main_event,
Cloudy Tournament: Malaysia and Singapore Rivalry,3,tier3,auto:SEA,auto:main_event,
For Those Who Dare 2025,3,,,auto:main_event,
Occitanie Esports 2020,3,tier3,,auto:main_event,
Super League Arena - Galentine's,3,game_changers,,auto:main_event,
Super League Arena II,3,tier3,,auto:main_event,
Happy Birthday Cup,3,tier3,,auto:main_event,
The Esports Club Community Cup,3,tier3,,auto:main_event,
Valorant AGS Cup,3,,,auto:main_event,
VALORANT Academy NA - Open Series,3,tier3,,auto:main_event,
D2 Esports Europe 1k,3,tier3,auto:EMEA,auto:main_event,
Challengers 2025: Türkiye Birlik Promotion/Relegation,3,tier2,auto:EMEA,auto:main_event,
Game Changers 2025: South Asia Split 2,3,game_changers,,auto:main_event,
VALO2ASIA Invitational,3,tier3,,auto:main_event,
Esports Nations Cup 2026: Europe Qualifier,3,,auto:EMEA,auto:qualifier,
VALORANT Academy EU - Open Series,3,tier3,,auto:main_event,
VALORANT China National Competition: Season 2,3,tier2,auto:China,auto:main_event,
FPSThailand August 2022,3,tier3,auto:SEA,auto:main_event,
Monsters Reloaded 2025: EMEA Qualifier,3,tier3,auto:EMEA,auto:qualifier,
Valorant Indonesia CONNEXT 2023,3,tier3,auto:SEA,auto:main_event,
EVOlution Open - Brazil,3,tier3,auto:Brazil,auto:main_event,
VALORANT MENA Al Majd - Series 3,3,game_changers,auto:EMEA,auto:main_event,
BeChampions Tour - BeChallengers #1,3,tier3,,auto:main_event,
ESA Open Fire Rebels,3,game_changers,,auto:main_event,
Underdogs #1,3,tier3,,auto:main_event,
Challengers 2025: Spain Rising Finals,3,tier2,auto:EMEA,auto:main_event,
Gamers Galaxy,3,tier3,,auto:main_event,
Copenhagen Flames Curveball Cup,3,tier3,,auto:main_event,
Copa Rakin 2022,3,,,auto:main_event,
Esports World Cup 2026: China Qualifier,3,tier1,auto:China,auto:qualifier,
Esportsmaker Spike Ladies #4,3,game_changers,,auto:main_event,
Spike Drop: Operation V.E.G.A.S,3,tier3,,auto:main_event,
GLG Radiant Arena Series,3,tier3,,auto:main_event,
GGTech Invitational 2 LA-S,3,tier3,,auto:main_event,
Australian Esports Network Tournament,3,tier3,,auto:main_event,
Esportsmaker Spike Series II,3,tier3,,auto:main_event,
Nerd Street Summer Championship 2022 - Open 9,3,tier3,auto:NA,auto:main_event,
LPL Winter Cup Legends 2022,3,tier3,,auto:main_event,
Asus ROG Showdown Series,3,tier3,,auto:main_event,
Valorant Defenders LAS,3,tier3,,auto:main_event,
Valorant Defenders LAN,3,tier3,,auto:main_event,
Knights Monthly Gauntlet 2023: April,3,tier3,auto:NA,auto:main_event,
NECC Valorant Champions Qualifiers - Fall 2022,3,collegiate,,auto:qualifier,
Predator League 2026: Korea,3,,auto:Korea,auto:main_event,
4Gamers War Match,3,tier3,,auto:main_event,
RawaxVLR Championship,3,tier3,,auto:main_event,
Predator League 2022 - Philippines,3,tier3,auto:SEA,auto:main_event,
Chroma Cup,3,tier3,,auto:main_event,
Sakura Cup: September,3,game_changers,,auto:main_event,
Ralovant Showmatches,3,tier3,,auto:main_event,
Sakura Cup #3,3,game_changers,,auto:main_event,
SMU X QOR Cup,3,tier3,,auto:main_event,
Radiant Academy,3,tier3,,auto:main_event,
Washu Cup #1,3,tier3,,auto:main_event,
AMD Ryzen 4000 Cup,3,tier3,,auto:main_event,
AEN Spring Series,3,tier3,,auto:main_event,
Rix.GG Open August,3,tier3,,auto:main_event,
Predator League Philippines 2024,3,,auto:SEA,auto:main_event,
Game Changers 2024 South Asia: Split 2,3,tier3,,auto:main_event,
A1 eSports VALORANT Cup #4,3,tier3,,auto:main_event,
Predator Shot 2022,3,tier3,,auto:main_event,
Game Changers 2024 South Asia: Split 1,3,game_changers,,auto:main_event,
Riot Games ONE Pro Invitational Online 2022,3,,,auto:main_event,
Legion Defiance Christmas Cup,3,tier3,,auto:main_event,
Project V: Project Queens 2024 - Split 3,3,game_changers,,auto:main_event,
Project V: Split 1 Finals,3,tier3,,auto:main_event,
Legion Defiance Cup,3,tier3,,auto:main_event,
15 Kings Invitational,3,tier3,,auto:main_event,
Valorant Zone Invitational,3,tier3,,auto:main_event,
Red Bull Home Ground 2025 Japan Qualifiers,3,,auto:Japan,auto:qualifier,
Chroma Cup #2,3,tier3,,auto:main_event,
Chroma Cup #6,3,tier3,,auto:main_event,
Fragster Valorant Invitational,3,tier3,,auto:main_event,
Chroma Cup #5,3,tier3,,auto:main_event,
FunhaverGG: Back to Basics 10,3,tier3,,auto:main_event,
Logitech G Beyond,3,tier3,,auto:main_event,
Shanghai Esports Masters 2025,3,tier1,,auto:main_event,
Valorant Warfare,3,tier3,,auto:main_event,
Shanghai Esports Masters 2024,3,tier1,,auto:main_event,
Chroma Cup #3,3,tier3,,auto:main_event,
Game Changers 2024 LATAM South: Mid Season Tournament,3,game_changers,auto:LATAM,auto:main_event,
Polish Invitational,3,tier3,,auto:main_event,
Mineski VxV 2022,2,tier3,,auto:main_event,
Game Changers Academy 2022 - May,2,game_changers,,auto:main_event,
Skyesports Pro Invitational,2,tier3,,auto:main_event,
BBL-FUT 100. Yıl Gösteri Maçı Showmatch,2,tier3,,auto:main_event,
Challengers League East: Surge Promotion Cup,2,tier2,,auto:main_event,
Predator League Malaysia 2024,2,,auto:SEA,auto:main_event,
Jazba Pro Invitational #7,2,tier3,,auto:main_event,
RUSH X-MAS CUP #3,2,tier3,,auto:main_event,
Valorant Reflex Tournament EP02,2,tier3,,auto:main_event,
Game Changers 2024 EMEA: Contenders Series 2,2,game_changers,auto:EMEA,auto:main_event,
Rebels Final,2,game_changers,,auto:main_event,
NACE Starleague - Fall 2022,2,collegiate,,auto:main_event,
VALORANT @ LAN ETS 2023,2,tier3,,auto:main_event,
Game Changers EMEA Contenders Series 3,2,game_changers,auto:EMEA,auto:main_event,
Challengers 2026: MENA Resilience Kickoff Promotion/Relegation,2,tier2,auto:EMEA,auto:main_event,
Valorant Indonesia CONNEXT 2024,2,tier3,auto:SEA,auto:main_event,
Game Changers 2026: Oceania Split 2,2,game_changers,auto:Oceania,auto:main_event,
Champions Tour Game Changers SEA: FSL Open 2021 #6,2,game_changers,,auto:main_event,
Red Bull Home Ground 2025 EMEA Qualifiers,2,,auto:EMEA,auto:qualifier,
Moscow Five Open Tournament,2,tier3,,auto:main_event,
BoomTV Proving Grounds $10k - April Anarchy,2,tier3,auto:NA,auto:main_event,
Valorant Hero Challenge,2,tier3,,auto:main_event,
Knights Circuit Weekly #3,2,tier3,auto:NA,auto:main_event,
Drop the Spike,2,tier3,,auto:main_event,
GGTech Invitational LA-N,2,,,auto:main_event,
Esports Nations Cup 2026: North America Qualifier,2,,auto:NA,auto:qualifier,
A1 eSports VALORANT Cup #2,2,tier3,,auto:main_event,
Esports Nations Cup 2026: South America Qualifier,2,,,auto:qualifier,
Esports Nations Cup 2026: Southeast Asia & Oceania Qualifier,2,,auto:SEA,auto:qualifier,
World Cyber Games Rivals: Korea vs Japan,2,,auto:Korea,auto:main_event,
HER Galaxy $10K Valorant Open,2,game_changers,,auto:main_event,
Challengers 2025 South Asia: Ascension Qualifiers,2,tier2,,auto:qualifier,
Red Bull Double Agent,2,tier3,,auto:main_event,
Predator League 2025 Oceania,2,,auto:Oceania,auto:main_event,
Masters Pro League - Season 3,2,tier3,,auto:main_event,
KCX3: Karmine Corp vs. The World,2,tier3,auto:Global,auto:main_event,
Vtuber Saikyo Tournament Act 2,2,,,auto:main_event,
Predator League 2025 Malaysia,2,,auto:SEA,auto:main_event,
VERSUS LEGENDS III,2,tier3,,auto:main_event,
Game Changers 2026: LATAM Kickoff,2,game_changers,auto:LATAM,auto:main_event,
KCX4: Forever Rivals,2,tier3,,auto:main_event,
Predator League 2025 Singapore,2,,auto:SEA,auto:main_event,
Sentinels Showmatch 2024,2,,,auto:main_event,
Game Changers 2025: LATAM Mid Season,2,game_changers,auto:LATAM,auto:main_event,
Rarity Found Summer Invitational,2,tier3,,auto:main_event,
College VALORANT Championship 2023,2,collegiate,,auto:main_event,
Lyon e-Sport 2022,2,,,auto:main_event,
T1 Home Ground 2025,2,tier3,,auto:main_event,
ON Live Valorant Series 2024: Week 4,2,tier3,,auto:main_event,
The Funhaver Invitational - Resurgence,2,tier3,,auto:main_event,
Trinity Trials - Fall Trial,2,tier3,,auto:main_event,
Nerd St. Gamers Open #15,2,tier3,,auto:main_event,
Predator League 2026: Malaysia,2,,auto:SEA,auto:main_event,
The Funhaver Invitational - Qualifier 1,2,tier3,,auto:qualifier,
Esportz Premier Series,2,tier3,,auto:main_event,
Game Changers 2024 LATAM: Kickoff,2,game_changers,auto:LATAM,auto:main_event,
The Esports Club Invitational: Season 3,2,tier3,,auto:main_event,
Predator League 2026: Singapore,2,,auto:SEA,auto:main_event,
HUE Invitational 2023,2,collegiate,,auto:main_event,
The Esports Club Gauntlet - Season 3,2,tier3,,auto:main_event,
The Esports Club Gauntlet - Season 1,2,tier3,,auto:main_event,
College VALORANT South: Winter 2023,2,collegiate,,auto:main_event,
Valorant East: United - Season Final,2,tier3,,auto:main_event,
Beloud Cup #4,1,tier3,,auto:main_event,
Mystic Singularity Series #3,1,tier3,,auto:main_event,
Valorant Immortal Cup: Season 1,1,tier3,,auto:main_event,
Fase Final Circuito Tormenta 2022 S2,1,tier3,,auto:main_event,
Valorant East: United - Stage 3 - Season Finals,1,tier3,,auto:main_event,
Game Changers 2026: South Asia Split 1,1,game_changers,,auto:main_event,
Beloud Cup #2,1,tier3,,auto:main_event,
Legend Series,1,tier3,,auto:main_event,
LeStream x BMW: The 2 Gran Coupé,1,tier3,,auto:main_event,
Valorant Thailand Series: Preseason,1,tier3,auto:SEA,auto:main_event,
Valorant Immortal Cup: Season 2,1,tier3,,auto:main_event,
Fight Night,1,tier3,,auto:main_event,
Locked N' Loaded Philippines 2025: Split 1,1,tier3,auto:SEA,auto:main_event,
Locked N' Loaded Philippines 2025: Split 2,1,tier3,auto:SEA,auto:main_event,
Masters Cup,1,tier3,,auto:main_event,
Aim Lab Community Cup,1,tier3,,auto:main_event,
Game Changers LATAM: Open 1,1,game_changers,auto:LATAM,auto:main_event,
Valorant Regional League Spain: Promotion,1,tier2,auto:EMEA,auto:main_event,
MGE North Africa,1,tier3,,auto:main_event,
MCT Contenders Division,1,tier3,,auto:main_event,
LogitechG x Loco Invitational,1,tier3,,auto:main_event,
Valorant Sunday Showdown #43,1,tier3,,auto:main_event,
Valorant Sunday Showdown #44,1,tier3,,auto:main_event,
Valorant Sunday Showdown #45,1,tier3,,auto:main_event,
Logitech G Contenders Cup,1,tier3,,auto:main_event,
Valorant Sunday Showdown #46,1,tier3,,auto:main_event,
Valorant Thailand Series: Kickoff,1,tier3,auto:SEA,auto:main_event,
Asia Esports Championship 2023,1,tier3,,auto:main_event,
Valorant Regional League East: Relegation,1,tier2,,auto:main_event,
Asia Esports Festival 2023,1,tier3,,auto:main_event,
XO Cup #1,1,tier3,,auto:main_event,
Lidoma Esports - Reborn 2023 #2,1,tier3,,auto:main_event,
Battle of the Sea,1,tier3,,auto:main_event,
BREAKPOINT 2025 MY/SG: Split 3,1,tier3,,auto:main_event,
BREAKPOINT 2025 MY/SG: Split 2,1,tier3,,auto:main_event,
Liga Gamers Club - Série A: Julho,1,tier3,,auto:main_event,
XP Valorant Open Series,1,tier3,,auto:main_event,
Liga Gamers Club - Série A: Junho,1,tier3,,auto:main_event,
Fragleague Cup #6 - Nordic,1,tier3,,auto:main_event,
Liga Gamers Club - Série A: Maio,1,tier3,,auto:main_event,
Game Changers Academy 2022 - September,1,game_changers,,auto:main_event,
Average Jonas Winter Nations Cup,1,tier3,,auto:main_event,
Average Jonas Tournament Series,1,tier3,,auto:main_event,
Liga Radiante: Season 10,1,tier3,,auto:main_event,
Liga Radiante: Season 11,1,tier3,,auto:main_event,
GAMEON VALORANT Tournament,1,tier3,,auto:main_event,
Rebels #1,1,game_changers,,auto:main_event,
Blooming Talents League 2025: Winter,1,tier3,,auto:main_event,
Showmatch Mãe x Pai,1,tier3,,auto:main_event,
SOOP Elite Cup 2025: Season 1,1,tier3,,auto:main_event,
SOOP Elite Cup 2025: Season 2,1,tier3,,auto:main_event,
Game Changers 2024 LATAM South: Swift Cup 1,1,game_changers,auto:LATAM,auto:main_event,
Predator League 2025 Vietnam,1,,auto:SEA,auto:main_event,
Sakura Cup: June,1,game_changers,,auto:main_event,
Saudi Womens eLeague 2024: Championship,1,game_changers,,auto:main_event,
Saudi Womens eLeague 2024: Major 3,1,game_changers,,auto:main_event,
Saudi eLeagues 2023: Season 1,1,tier3,,auto:main_event,
Sentinels Off-Season $5k Bounty Showmatch,1,tier3,,auto:main_event,
Sentinels-Tarik Showmatch,1,tier3,,auto:main_event,
Penta Challenge,1,tier3,,auto:main_event,
CCCE City Cup 2025,1,,,auto:main_event,
Circuito Tormenta Finales 2025,1,tier3,,auto:main_event,
Game Changers 2025: Korea Split 1,1,game_changers,auto:Korea,auto:main_event,
Intel Gaming Fest 2020,1,tier3,,auto:main_event,
Game Changers 2024 LATAM North: Swift Cup 2,1,game_changers,auto:LATAM,auto:main_event,
Champions Tour Game Changers SEA: FSL Open 2021 #5,1,game_changers,,auto:main_event,
Champions Tour Game Changers SEA: FSL Open 2021 #4,1,game_changers,,auto:main_event,
Game Changers 2024 LATAM North: Swift Cup 1,1,game_changers,auto:LATAM,auto:main_event,
Champions Tour Game Changers LATAM: Regional Finals,1,game_changers,auto:LATAM,auto:main_event,
Knights Monthly Gauntlet 2023: July,1,tier3,auto:NA,auto:main_event,
Claro Gaming Spike Cup - Showdown,1,tier3,,auto:main_event,
Game Changers 2024 LATAM South: Swift Cup 2,1,game_changers,auto:LATAM,auto:main_event,
Game Changers 2024 LATAM: Regional Finals,1,game_changers,auto:LATAM,auto:main_event,
SEA Kings Clash,1,tier3,,auto:main_event,
G2-Sentinels Showmatch,1,tier3,,auto:main_event,
Rebels #3,1,game_changers,,auto:main_event,
Red Bull Campus Clutch 2022 - Bosnia & Herzegovina National Finals,1,collegiate,,auto:main_event,
Red Bull Campus Clutch 2022 - Ireland National Finals,1,collegiate,,auto:main_event,
Red Bull Campus Clutch 2022 - USA National Finals,1,collegiate,,auto:main_event,
RapidLAN Series: Xmas Edition,1,tier3,,auto:main_event,
REFLEX Challenge OCE,1,tier3,,auto:main_event,
Red Bull Home Ground 2025 Americas Qualifiers,1,,auto:Americas,auto:qualifier,
Project V: Split 3 Finals,1,tier3,,auto:main_event,
Resistance Cup by G-SHOCK,1,,,auto:main_event,
Project V: A1 eSports Cup,1,tier3,,auto:main_event,
Champions Tour LATAM/BR Stage 2: Last Chance Qualifier,1,tier1,auto:LATAM,auto:lcq,
Champions Tour LATAM/BR Stage 1: Last Chance Qualifier,1,tier1,auto:LATAM,auto:lcq,
Rive Fresh Cup,1,tier3,,auto:main_event,
Rix.GG April Open,1,tier3,,auto:main_event,
Predator League Vietnam 2024,1,,auto:SEA,auto:main_event,
Rix.GG Kick-Off Community Tournament,1,tier3,,auto:main_event,
Rix.GG March Open,1,tier3,,auto:main_event,
Rix.GG NE Open July,1,tier3,,auto:main_event,
Predator League Oceania 2024,1,,auto:Oceania,auto:main_event,
KR Cup,1,tier3,,auto:main_event,
SBT Games VALORANT All Stars #1,1,game_changers,,auto:main_event,
College VALORANT 2025-2026: Esports Collegiate Conference,1,collegiate,,auto:main_event,
College VALORANT 2025-2026: Peach Belt Conference,1,collegiate,,auto:main_event,
Intel Gamers Day: ROG Lan Fest - Mumbai,1,tier3,,auto:main_event,
Challengers League LATAM North ACE: Relegation,1,tier2,auto:NA,auto:main_event,
Corsair Championship 2024,1,tier3,,auto:main_event,
VALORANT China National Competition: Season 2 - Wanyoo Qualifier,1,tier2,auto:China,auto:qualifier,
VALORANT Clutch,1,tier3,,auto:main_event,
Nerd Street Gamers Winter Championship - Regional LAN Denver,1,tier3,auto:NA,auto:main_event,
VALORANT Open Tour France 2025: Last Chance Qualifier,1,tier3,auto:EMEA,auto:lcq,
EMG Series: South Asia,1,tier3,,auto:main_event,
VALORANT Vietnam: Rising Stars,1,tier2,auto:SEA,auto:main_event,
EPIC.LAN #38 - BEACON Split 1,1,tier3,,auto:main_event,
Golden Goose #10,1,tier3,,auto:main_event,
Global Esports: Face Off Corrode,1,tier3,auto:Global,auto:main_event,
El Olimpo 2025,1,,,auto:main_event,
Esports Nations Cup 2026: Asia Qualifier,1,,,auto:qualifier,
Global Esports' 2025 Fight Night #2,1,tier3,auto:Global,auto:main_event,
Challengers 2026: DACH Evolution - VCL EMEA Qualifier,1,tier2,auto:EMEA,auto:qualifier,
Esports Nations Cup 2026: Middle East & North Africa Qualifier,1,,,auto:qualifier,
Esportsmaker Spike Ladies #2,1,game_changers,,auto:main_event,
Esportsmaker Spike Ladies #3,1,game_changers,,auto:main_event,
GLG - Pit of Valor #100,1,tier3,,auto:main_event,
GGTech Invitational LA-S,1,,,auto:main_event,
Campeonato de Elite Cup - Stage 2,1,tier3,,auto:main_event,
VLRxRealistic Cup,1,tier3,,auto:main_event,
Rebels #2,1,game_changers,,auto:main_event,
TodosGamers Masters League,1,tier3,,auto:main_event,
Intel Arabian Cup Playground 2023: Season 2,1,tier2,,auto:main_event,
Challengers League LATAM South FiRe: Relegation,1,tier2,auto:LATAM,auto:main_event,
ON Live Valorant Series 2025: Season 3,1,tier3,,auto:main_event,
ON Live Valorant Series 2025: Season 2,1,tier3,,auto:main_event,
T.E.N 2022 FPS SPECIAL,1,,,auto:main_event,
Game Changers 2025: Korea Split 2,1,game_changers,auto:Korea,auto:main_event,
OCE.gg Community Cup Finals,1,tier3,,auto:main_event,
TEN 5_Valorant Korea vs. Japan,1,,auto:Korea,auto:main_event,
INZONE London Clash,1,,,auto:main_event,
TESFED Turkish Cup - 2024,1,tier3,,auto:main_event,
TGH x Beyond UK Open,1,tier3,,auto:main_event,
TGH x Birds of Prey: Episode 2,1,game_changers,,auto:main_event,
"TGH x HowToNoodle and Noizeeh Valorant UK, IE & Nordic Open",1,tier3,,auto:main_event,
Taça das Minas #6,1,game_changers,,auto:main_event,
Nicecactus Fall Trophy #2,1,tier3,,auto:main_event,
The 1st Championship,1,tier3,,auto:main_event,
Nerd Town Masters 2021,1,tier3,,auto:main_event,
Huntress Trials February,1,game_changers,,auto:main_event,
HereticsXP #2,1,tier3,,auto:main_event,
HereticsXP,1,tier3,,auto:main_event,
College VALORANT West: Winter 2023,1,collegiate,,auto:main_event,
Connecta The Ultimate Battle,1,tier3,,auto:main_event,
Challengers League LATAM: Finals,1,tier2,auto:LATAM,auto:main_event,
KOICON 2024,1,tier3,,auto:main_event,
